Year,Month,Day,Hour,Minute,Second,DayOfYear,LongitudeE,LatitudeN,SST,SSS,AtmPressure,EquiTemp,EquiPress,xCO2,pCO2,fCO2
2021,2,18,11,2,27,49.460035,-9.5488,49.5401,10.64,35.36,1003.3,10.88,1002.91,403.7,390.7,389.2
2021,2,18,11,3,58,49.461088,-9.5472,49.541,10.64,35.36,1003.3,10.88,1002.89,403.7,390.6,389.1
2021,2,18,11,38,41,49.485197,-9.5109,49.5615,10.7,35.37,1003.5,10.93,1003.26,403.1,390.1,388.7
2021,2,18,11,40,11,49.486238,-9.5094,49.5624,10.69,35.37,1003.5,10.93,1003.25,403.1,390.1,388.6
2021,2,18,11,41,42,49.487292,-9.5078,49.5633,10.7,35.37,1003.7,10.93,1003.34,403,390.1,388.6
2021,2,18,11,43,11,49.488322,-9.5063,49.5641,10.69,35.37,1003.5,10.93,1003.32,402.8,389.9,388.4
2021,2,18,11,44,40,49.489352,-9.5048,49.565,10.7,35.37,1003.7,10.94,1003.1,402.9,389.8,388.4
2021,2,18,11,46,9,49.490382,-9.5033,49.5659,10.7,35.37,1003.7,10.93,1003.51,403,390.1,388.7
2021,2,18,11,47,37,49.4914,-9.5018,49.5668,10.69,35.37,1003.8,10.93,1003.52,402.8,390,388.5
2021,2,18,11,49,8,49.492454,-9.5002,49.5678,10.71,35.37,1003.9,10.93,1003.34,402.8,390.1,388.6
2021,2,18,11,50,38,49.493495,-9.4987,49.5687,10.69,35.37,1003.5,10.93,1003.31,402.8,389.7,388.3
2021,2,18,11,52,8,49.494537,-9.4974,49.5694,10.69,35.37,1003.5,10.93,1003.45,402.8,389.8,388.3
2021,2,18,11,53,37,49.495567,-9.4967,49.5696,10.69,35.37,1003.6,10.93,1003.48,402.7,389.7,388.3
2021,2,18,11,55,6,49.496597,-9.496,49.5698,10.69,35.37,1003.6,10.94,1003.55,402.6,389.7,388.2
2021,2,18,11,58,4,49.498657,-9.494,49.5707,10.7,35.37,1003.7,10.94,1003.55,402.5,389.7,388.2
2021,2,18,11,59,54,49.499931,-9.4921,49.5715,10.7,35.37,1003.7,10.94,1003.74,402.7,389.9,388.4
2021,2,18,12,1,23,49.500961,-9.4906,49.572,10.7,35.37,1003.7,10.93,1003.4,402.3,389.4,387.9
2021,2,18,12,2,52,49.501991,-9.4893,49.5725,10.7,35.37,1003.8,10.94,1003.29,402.3,389.3,387.8
2021,2,18,12,4,21,49.503021,-9.4877,49.5731,10.69,35.37,1003.8,10.94,1003.39,402.3,389.2,387.7
2021,2,18,12,5,50,49.504051,-9.4856,49.574,10.7,35.36,1003.6,10.95,1003.57,402.2,389.1,387.7
2021,2,18,12,7,19,49.505081,-9.4833,49.5751,10.71,35.37,1003.9,10.95,1003.42,402.2,389.1,387.6
2021,2,18,12,8,47,49.5061,-9.4808,49.5762,10.7,35.37,1004,10.95,1003.55,402.2,389.2,387.7
2021,2,18,12,10,16,49.50713,-9.4785,49.5773,10.71,35.37,1003.9,10.96,1003.69,402.3,389.3,387.8
2021,2,18,12,11,47,49.508183,-9.4755,49.5787,10.71,35.37,1003.8,10.96,1003.63,402.4,389.4,387.9
2021,2,18,12,13,17,49.509225,-9.4708,49.581,10.72,35.37,1003.9,10.96,1003.41,402.2,389.2,387.7
2021,2,18,12,14,46,49.510255,-9.4658,49.5835,10.71,35.37,1003.8,10.96,1003.76,402.3,389.4,387.9
2021,2,18,12,16,15,49.511285,-9.4607,49.5862,10.72,35.37,1003.9,10.96,1003.33,402.1,389,387.6
2021,2,18,12,17,44,49.512315,-9.4555,49.5887,10.72,35.37,1003.9,10.96,1003.42,402.1,389.1,387.6
2021,2,18,12,19,13,49.513345,-9.4504,49.5914,10.72,35.37,1003.6,10.96,1003.65,402.3,389.3,387.8
2021,2,18,12,20,41,49.514363,-9.4452,49.5941,10.72,35.37,1004,10.96,1003.73,402.2,389.3,387.8
2021,2,18,12,22,10,49.515394,-9.44,49.5967,10.71,35.37,1004.1,10.96,1003.46,402.4,389.3,387.8
2021,2,18,12,23,39,49.516424,-9.4349,49.5994,10.72,35.37,1004,10.97,1003.7,402.4,389.4,387.9
2021,2,18,12,25,9,49.517465,-9.4298,49.6021,10.72,35.37,1003.9,10.97,1003.57,402.3,389.2,387.7
2021,2,18,12,26,39,49.518507,-9.4245,49.6047,10.71,35.37,1004.2,10.97,1003.47,402.2,389,387.5
2021,2,18,12,28,9,49.519549,-9.4193,49.6075,10.72,35.36,1004.1,10.97,1003.45,402.3,389.1,387.6
2021,2,18,12,29,59,49.520822,-9.413,49.6107,10.72,35.37,1004.1,10.97,1003.59,402.4,389.2,387.8
2021,2,18,12,31,28,49.521852,-9.4078,49.6134,10.71,35.36,1003.8,10.97,1003.7,402.5,389.4,387.9
2021,2,18,12,32,57,49.522882,-9.4027,49.6161,10.71,35.36,1004.2,10.97,1003.68,402.6,389.5,388.1
2021,2,18,12,34,26,49.523912,-9.3976,49.6187,10.71,35.36,1004.1,10.96,1003.32,402.7,389.5,388
2021,2,18,12,35,54,49.524931,-9.3925,49.6214,10.71,35.36,1004,10.96,1003.83,402.9,389.9,388.4
2021,2,18,12,37,23,49.525961,-9.3871,49.6239,10.71,35.36,1004.1,10.97,1003.46,403,389.7,388.2
2021,2,18,12,38,53,49.527002,-9.3815,49.6262,10.71,35.36,1004.3,10.97,1003.07,403.2,389.7,388.2
2021,2,18,12,40,23,49.528044,-9.3759,49.6286,10.7,35.36,1004,10.97,1003.73,403.1,389.9,388.5
2021,2,18,12,41,52,49.529074,-9.3703,49.631,10.71,35.36,1004.2,10.96,1003.46,403.1,389.9,388.4
2021,2,18,12,43,21,49.530104,-9.3648,49.6333,10.71,35.36,1004.1,10.96,1003.59,403.1,389.9,388.4
2021,2,18,12,44,50,49.531134,-9.3592,49.6356,10.71,35.36,1003.8,10.97,1003.75,403.1,390,388.5
2021,2,18,12,46,19,49.532164,-9.3537,49.6379,10.71,35.35,1004.3,10.96,1003.57,403.1,389.9,388.5
2021,2,18,12,47,48,49.533194,-9.3481,49.6403,10.71,35.35,1004,10.96,1003.65,403,389.9,388.4
2021,2,18,12,49,20,49.534259,-9.3427,49.6428,10.71,35.36,1003.8,10.96,1003.51,402.9,389.8,388.3
2021,2,18,12,50,50,49.535301,-9.3374,49.6453,10.71,35.35,1004.2,10.96,1003.72,403.1,390,388.6
2021,2,18,12,52,19,49.536331,-9.3321,49.6479,10.71,35.35,1004,10.96,1003.67,403,389.9,388.4
2021,2,18,12,53,48,49.537361,-9.3269,49.6505,10.7,35.35,1004,10.95,1003.51,402.9,389.8,388.3
2021,2,18,12,55,17,49.538391,-9.3216,49.6531,10.7,35.35,1004,10.96,1003.52,403.2,390.1,388.6
2021,2,18,12,56,46,49.539421,-9.3164,49.6557,10.7,35.35,1004,10.95,1003.68,403.5,390.5,389
2021,2,18,12,58,15,49.540451,-9.3113,49.6583,10.7,35.34,1004.4,10.95,1003.73,403.8,390.8,389.3
2021,2,18,13,0,5,49.541725,-9.3048,49.6615,10.7,35.34,1004.2,10.95,1003.56,403.9,390.7,389.3
2021,2,18,13,1,33,49.542743,-9.2996,49.6641,10.69,35.34,1004.2,10.95,1003.71,404.2,391.1,389.6
2021,2,18,13,3,2,49.543773,-9.2943,49.6667,10.69,35.34,1004.1,10.95,1003.53,404.4,391.2,389.7
2021,2,18,13,4,31,49.544803,-9.2892,49.6693,10.7,35.34,1004.1,10.95,1003.7,404.7,391.5,390.1
2021,2,18,13,6,0,49.545833,-9.2839,49.6718,10.7,35.33,1004,10.95,1003.75,404.9,391.7,390.2
2021,2,18,13,7,29,49.546863,-9.2787,49.6744,10.69,35.33,1004.1,10.95,1003.7,404.9,391.7,390.2
2021,2,18,13,8,59,49.547905,-9.2734,49.6771,10.69,35.33,1004.1,10.95,1003.93,405.2,392,390.5
2021,2,18,13,10,28,49.548935,-9.2681,49.6798,10.69,35.33,1004.2,10.95,1003.88,405.1,392,390.5
2021,2,18,13,11,57,49.549965,-9.2628,49.6825,10.69,35.33,1004.2,10.94,1003.66,405.4,392.2,390.7
2021,2,18,13,13,26,49.550995,-9.2576,49.685,10.69,35.33,1004.4,10.94,1003.68,405.7,392.5,391.1
2021,2,18,13,14,55,49.552025,-9.2523,49.6876,10.68,35.32,1004.4,10.93,1003.89,406.1,393,391.5
2021,2,18,13,16,26,49.553079,-9.2468,49.6903,10.68,35.32,1004.4,10.92,1004.08,406,393.1,391.7
2021,2,18,13,17,56,49.55412,-9.2415,49.6929,10.67,35.32,1004.3,10.92,1004.01,406.1,393.1,391.6
2021,2,18,13,19,26,49.555162,-9.2362,49.6956,10.67,35.31,1004.2,10.92,1003.88,405.9,392.8,391.3
2021,2,18,13,20,55,49.556192,-9.2309,49.6982,10.67,35.31,1004.3,10.92,1003.83,406.1,393.1,391.6
2021,2,18,13,22,24,49.557222,-9.2257,49.7009,10.67,35.31,1004.4,10.92,1003.78,406.4,393.3,391.8
2021,2,18,13,23,53,49.558252,-9.2204,49.7036,10.67,35.31,1004.5,10.92,1003.72,406.7,393.5,392.1
2021,2,18,14,25,4,49.600741,-9.032,49.7928,10.49,35.24,1003.8,10.74,1003.49,417.9,404.4,402.8
2021,2,18,14,26,34,49.601782,-9.0303,49.7937,10.49,35.24,1003.7,10.73,1003.16,418,404.4,402.9
2021,2,18,14,28,3,49.602812,-9.0288,49.7946,10.49,35.23,1003.7,10.73,1003.47,418.3,404.9,403.4
2021,2,18,14,29,32,49.603843,-9.0273,49.7955,10.48,35.23,1003.9,10.73,1003.18,418.3,404.8,403.2
2021,2,18,14,31,1,49.604873,-9.0257,49.7963,10.49,35.24,1003.8,10.73,1003.39,418.4,404.9,403.4
2021,2,18,14,32,30,49.605903,-9.0242,49.797,10.48,35.23,1003.8,10.73,1003.45,418.4,405,403.4
2021,2,18,14,33,59,49.606933,-9.0227,49.7979,10.49,35.23,1004,10.73,1003.51,418.6,405.2,403.7
2021,2,18,14,35,49,49.608206,-9.0208,49.7989,10.48,35.23,1003.9,10.73,1003.26,418.6,405.1,403.5
2021,2,18,14,37,18,49.609236,-9.0193,49.7997,10.48,35.23,1003.6,10.72,1003.41,418.8,405.2,403.7
2021,2,18,14,38,48,49.610278,-9.0178,49.8006,10.48,35.23,1003.8,10.73,1003.1,418.6,405,403.4
2021,2,18,14,40,18,49.611319,-9.0162,49.8015,10.48,35.23,1003.9,10.73,1003.31,418.8,405.1,403.6
2021,2,18,14,41,48,49.612361,-9.0145,49.8024,10.48,35.23,1004,10.73,1003.35,418.6,405,403.5
2021,2,18,14,43,17,49.613391,-9.0129,49.8032,10.48,35.23,1003.9,10.73,1003.05,418.8,405.1,403.6
2021,2,18,14,44,46,49.614421,-9.0112,49.8041,10.48,35.23,1003.8,10.72,1003.34,418.9,405.3,403.8
2021,2,18,14,46,15,49.615451,-9.0095,49.8049,10.48,35.23,1003.9,10.72,1003.24,418.8,405.4,403.9
2021,2,18,14,47,44,49.616481,-9.0078,49.8058,10.5,35.23,1003.8,10.73,1002.99,418.9,405.4,403.8
2021,2,18,14,49,13,49.617512,-9.0063,49.8067,10.48,35.23,1003.8,10.72,1003.1,419,405.4,403.9
2021,2,18,14,50,42,49.618542,-9.0048,49.8075,10.47,35.23,1003.6,10.73,1003.22,419.1,405.4,403.8
2021,2,18,14,52,11,49.619572,-9.0032,49.8083,10.48,35.23,1003.6,10.73,1003.12,419.1,405.4,403.8
2021,2,18,14,53,40,49.620602,-9.0017,49.8091,10.48,35.23,1003.7,10.72,1003.18,419.1,405.4,403.9
2021,2,18,14,55,9,49.621632,-9.0002,49.8099,10.47,35.23,1003.8,10.73,1003.11,419,405.3,403.8
2021,2,18,14,56,38,49.622662,-8.9987,49.8108,10.48,35.23,1003.7,10.73,1003.18,419.3,405.5,404
2021,2,18,14,58,8,49.623704,-8.9971,49.8117,10.46,35.23,1003.7,10.73,1003.25,419.1,405.5,404
2021,2,18,14,59,37,49.624734,-8.9957,49.8127,10.49,35.23,1003.8,10.72,1003.1,419.1,405.4,403.9
2021,2,18,15,1,7,49.625775,-8.9941,49.8136,10.47,35.23,1003.7,10.72,1003.35,419.1,405.7,404.2
2021,2,18,15,2,37,49.626817,-8.9924,49.8145,10.48,35.23,1003.6,10.72,1003.03,419,405.4,403.8
2021,2,18,15,4,8,49.62787,-8.9907,49.8153,10.47,35.23,1003.7,10.72,1003.24,419,405.4,403.9
2021,2,18,15,5,58,49.629144,-8.9887,49.8163,10.48,35.23,1003.4,10.72,1003.19,418.9,405.4,403.8
2021,2,18,15,7,26,49.630162,-8.9871,49.817,10.48,35.23,1003.4,10.72,1002.67,418.7,404.9,403.4
2021,2,18,15,8,55,49.631192,-8.9855,49.8178,10.47,35.23,1003.8,10.73,1003.33,418.5,405,403.5
2021,2,18,15,10,24,49.632222,-8.984,49.8186,10.48,35.23,1003.3,10.72,1003.21,418.5,404.9,403.4
2021,2,18,15,11,53,49.633252,-8.9824,49.8195,10.48,35.23,1003.6,10.72,1003.23,418.1,404.5,403
2021,2,18,15,13,22,49.634282,-8.9809,49.8203,10.48,35.23,1003.6,10.73,1003.26,418,404.4,402.9
2021,2,18,15,14,53,49.635336,-8.9794,49.8212,10.48,35.23,1003.7,10.72,1003.22,418.1,404.7,403.2
2021,2,18,15,16,23,49.636377,-8.9779,49.8221,10.49,35.23,1003.3,10.72,1003.03,418,404.5,403
2021,2,18,15,17,52,49.637407,-8.9764,49.823,10.49,35.23,1003.7,10.72,1003.33,417.9,404.5,403
2021,2,18,15,19,21,49.638437,-8.9749,49.8239,10.48,35.24,1003.8,10.73,1003.11,417.5,403.9,402.4
2021,2,18,15,20,50,49.639468,-8.9733,49.8248,10.48,35.23,1004,10.73,1003.09,417.3,403.8,402.3
2021,2,18,15,22,19,49.640498,-8.9716,49.8256,10.49,35.24,1003.8,10.72,1003.1,417.2,403.7,402.2
2021,2,18,15,23,48,49.641528,-8.9699,49.8264,10.48,35.24,1003.7,10.72,1003.23,416.9,403.6,402.1
2021,2,18,15,25,18,49.642569,-8.9682,49.8273,10.49,35.24,1003.8,10.72,1002.99,416.6,403.2,401.7
2021,2,18,15,26,48,49.643611,-8.9675,49.8277,10.49,35.25,1003.7,10.73,1003.07,416.3,402.9,401.4
2021,2,18,15,28,17,49.644641,-8.967,49.8281,10.5,35.25,1003.5,10.73,1003.13,416,402.6,401.1
2021,2,18,15,29,46,49.645671,-8.9662,49.8285,10.5,35.25,1003.7,10.74,1003.19,416,402.7,401.2
2021,2,18,15,31,15,49.646701,-8.9646,49.8293,10.52,35.24,1003.5,10.73,1003.11,416.3,403,401.5
2021,2,18,15,32,45,49.647743,-8.963,49.8303,10.52,35.25,1003.5,10.73,1003.04,416.7,403.4,401.9
2021,2,18,15,34,14,49.648773,-8.9616,49.8312,10.51,35.25,1003.6,10.73,1002.98,416.7,403.5,402
2021,2,18,15,36,5,49.650058,-8.9598,49.8323,10.49,35.24,1003.6,10.74,1003.01,416.4,403,401.5
2021,2,18,15,37,34,49.651088,-8.9581,49.8334,10.52,35.25,1003.5,10.74,1003.05,416.3,402.9,401.4
2021,2,18,15,39,5,49.652141,-8.9559,49.8348,10.51,35.26,1003.5,10.74,1002.88,416.5,403.1,401.6
2021,2,18,15,40,34,49.653171,-8.9534,49.8364,10.51,35.26,1003.5,10.74,1002.71,416.5,403.1,401.6
2021,2,18,15,42,3,49.654201,-8.9505,49.8378,10.51,35.25,1003.6,10.73,1002.96,416.9,403.5,402
2021,2,18,15,43,31,49.65522,-8.9474,49.8392,10.5,35.25,1003.5,10.73,1002.51,417.3,403.8,402.3
2021,2,18,15,45,0,49.65625,-8.9448,49.841,10.5,35.25,1003.2,10.71,1002.6,418.1,404.6,403
2021,2,18,15,46,29,49.65728,-8.9445,49.844,10.48,35.25,1003,10.72,1002.75,418.4,404.8,403.3
2021,2,18,15,47,58,49.65831,-8.9465,49.8469,10.48,35.24,1003,10.73,1002.68,417.9,404.4,402.9
2021,2,18,15,49,27,49.65934,-8.9506,49.8473,10.49,35.24,1003.1,10.73,1002.6,417.9,404.2,402.7
2021,2,18,15,50,56,49.66037,-8.9524,49.8499,10.49,35.25,1003.3,10.72,1002.54,418.9,405.2,403.7
2021,2,18,15,52,25,49.6614,-8.952,49.8538,10.47,35.23,1003.1,10.71,1002.64,420,406.3,404.8
2021,2,18,15,53,54,49.662431,-8.951,49.858,10.46,35.23,1003,10.7,1002.93,420.6,407,405.4
2021,2,18,15,55,23,49.663461,-8.9499,49.8623,10.46,35.23,1003.4,10.69,1002.63,421,407.2,405.7
2021,2,18,15,56,52,49.664491,-8.9488,49.8666,10.45,35.23,1003.3,10.69,1002.49,421.1,407.3,405.8
2021,2,18,15,58,21,49.665521,-8.9476,49.8708,10.45,35.23,1003.2,10.69,1003.09,421.7,407.9,406.4
2021,2,18,15,59,49,49.666539,-8.9464,49.8751,10.44,35.23,1003.4,10.69,1002.67,421.6,407.7,406.1
2021,2,18,16,1,18,49.667569,-8.9452,49.8795,10.44,35.23,1003.4,10.68,1003.05,421.6,407.9,406.3
2021,2,18,16,2,47,49.6686,-8.944,49.8838,10.43,35.23,1003.2,10.68,1003.19,421.8,408.1,406.5
2021,2,18,16,4,16,49.66963,-8.9428,49.8881,10.43,35.22,1003.3,10.68,1003.14,421.7,407.9,406.4
2021,2,18,16,6,7,49.670914,-8.9413,49.8934,10.44,35.22,1003.3,10.69,1002.92,421.4,407.5,406
2021,2,18,16,7,36,49.671944,-8.9401,49.8977,10.44,35.23,1003,10.69,1002.76,420.9,406.9,405.4
2021,2,18,16,9,6,49.672986,-8.9388,49.9022,10.44,35.23,1003.1,10.7,1002.78,420.2,406.2,404.7
2021,2,18,16,10,37,49.674039,-8.9379,49.9066,10.45,35.23,1002.9,10.71,1002.71,419.4,405.3,403.8
2021,2,18,16,12,7,49.675081,-8.937,49.911,10.45,35.24,1002.8,10.71,1002.68,419.2,405.1,403.6
2021,2,18,16,13,36,49.676111,-8.9361,49.9152,10.46,35.24,1003.2,10.72,1002.99,418.6,404.7,403.2
2021,2,18,16,15,5,49.677141,-8.9352,49.9194,10.46,35.24,1002.8,10.72,1002.63,418.2,404.1,402.6
2021,2,18,16,16,34,49.678171,-8.9343,49.9237,10.47,35.24,1002.9,10.73,1002.54,417.7,403.6,402.1
2021,2,18,16,18,3,49.679201,-8.9335,49.9281,10.48,35.25,1002.4,10.74,1002.41,417,402.9,401.4
2021,2,18,16,19,31,49.68022,-8.9327,49.9325,10.49,35.25,1002.8,10.74,1002.46,416.4,402.4,400.9
2021,2,18,16,21,0,49.68125,-8.9317,49.9369,10.49,35.26,1002.5,10.74,1002.34,415.6,401.9,400.4
2021,2,18,16,22,30,49.682292,-8.9308,49.9413,10.5,35.26,1002.7,10.7,1002.62,416.3,403,401.4
2021,2,18,16,23,59,49.683322,-8.93,49.9456,10.46,35.26,1003,10.68,1002.48,417.8,404.3,402.8
2021,2,18,16,25,28,49.684352,-8.9293,49.9499,10.43,35.24,1002.9,10.67,1002.2,418.6,404.8,403.2
2021,2,18,16,26,57,49.685382,-8.9285,49.9544,10.43,35.23,1002.7,10.68,1002.58,419.2,405.4,403.8
2021,2,18,16,28,26,49.686412,-8.9277,49.9587,10.42,35.23,1002.6,10.67,1002.38,419.4,405.3,403.8
2021,2,18,16,29,55,49.687442,-8.927,49.9631,10.43,35.22,1003.1,10.69,1002.43,419,404.8,403.3
2021,2,18,16,31,24,49.688472,-8.9269,49.9675,10.43,35.23,1003.1,10.69,1002.45,418.2,404,402.4
2021,2,18,16,32,54,49.689514,-8.9268,49.9719,10.44,35.24,1002.7,10.69,1002.18,417.5,403.5,402
2021,2,18,16,34,23,49.690544,-8.9267,49.9763,10.44,35.24,1002.6,10.68,1002.13,417.2,403.2,401.7
2021,2,18,16,36,13,49.691817,-8.9265,49.9817,10.43,35.25,1002.5,10.68,1001.84,417.1,403.1,401.5
2021,2,18,16,37,42,49.692847,-8.9264,49.986,10.44,35.24,1002.8,10.67,1002.07,417.3,403.4,401.9
2021,2,18,16,39,11,49.693877,-8.9263,49.9905,10.42,35.24,1002.7,10.66,1002.05,417.5,403.7,402.2
2021,2,18,16,40,40,49.694907,-8.9262,49.9949,10.41,35.24,1002.8,10.65,1002.13,417.5,403.6,402.1
2021,2,18,16,42,9,49.695937,-8.9261,49.9993,10.41,35.24,1002.7,10.65,1002.07,417.4,403.5,402
2021,2,18,16,45,9,49.698021,-8.9257,50.0081,10.39,35.23,1002.7,10.64,1001.99,417.4,403.4,401.9